2,3,-1
5,6,-1
8,9,-1
11,12,-1
14,15,-1
14,16,-1
13,14,-1
11,13,-1
10,11,-1
8,10,-1
7,8,-1
17,18,-1
20,21,-1
23,24,-1
23,25,-1
23,16,-1
22,23,-1
20,22,-1
19,20,-1
17,19,-1
7,17,-1
5,7,-1
4,5,-1
2,4,-1
1,2,-1
