2,3,-1
2,4,-1
2,1,-1
1,2,-1
5,3,-1
5,4,-1
9,10,-1
9,1,-1
8,9,-1
11,10,-1
11,6,-1
8,11,-1
12,13,-1
12,14,-1
8,12,-1
7,8,-1
7,15,-1
7,16,-1
7,17,-1
6,7,-1
18,8,-1
18,15,-1
18,19,-1
18,20,-1
6,18,-1
21,8,-1
21,15,-1
21,22,-1
21,23,-1
6,21,-1
24,8,-1
24,15,-1
24,25,-1
24,26,-1
6,24,-1
27,8,-1
27,15,-1
27,28,-1
27,17,-1
6,27,-1
29,8,-1
29,15,-1
29,30,-1
29,20,-1
6,29,-1
31,8,-1
31,15,-1
31,32,-1
31,23,-1
6,31,-1
33,8,-1
33,15,-1
33,34,-1
33,26,-1
6,33,-1
5,6,-1
1,5,-1
35,36,-1
35,4,-1
35,1,-1
1,35,-1
37,36,-1
37,4,-1
37,6,-1
1,37,-1
41,42,-1
41,38,-1
40,41,-1
43,44,-1
48,49,-1
48,38,-1
47,48,-1
50,51,-1
50,45,-1
47,50,-1
46,47,-1
46,52,-1
46,53,-1
46,54,-1
45,46,-1
55,47,-1
55,52,-1
55,56,-1
55,57,-1
45,55,-1
58,47,-1
58,52,-1
58,59,-1
58,57,-1
45,58,-1
60,47,-1
60,52,-1
60,61,-1
60,54,-1
45,60,-1
43,45,-1
40,43,-1
62,63,-1
65,66,-1
65,67,-1
65,64,-1
64,65,-1
68,66,-1
68,67,-1
72,73,-1
72,38,-1
71,72,-1
74,75,-1
74,64,-1
71,74,-1
76,75,-1
76,69,-1
71,76,-1
70,71,-1
70,77,-1
70,78,-1
70,79,-1
69,70,-1
80,71,-1
80,77,-1
80,81,-1
80,82,-1
69,80,-1
83,71,-1
83,77,-1
83,84,-1
83,79,-1
69,83,-1
85,71,-1
85,77,-1
85,86,-1
85,82,-1
69,85,-1
87,71,-1
87,77,-1
87,88,-1
87,79,-1
69,87,-1
89,71,-1
89,77,-1
89,90,-1
89,82,-1
69,89,-1
68,69,-1
64,68,-1
91,92,-1
91,93,-1
91,64,-1
64,91,-1
94,92,-1
94,93,-1
94,69,-1
64,94,-1
95,96,-1
95,93,-1
95,64,-1
64,95,-1
97,96,-1
97,93,-1
97,69,-1
64,97,-1
98,99,-1
98,67,-1
98,64,-1
64,98,-1
100,99,-1
100,67,-1
100,69,-1
64,100,-1
101,102,-1
101,67,-1
101,64,-1
64,101,-1
103,102,-1
103,67,-1
103,69,-1
64,103,-1
104,105,-1
104,93,-1
104,64,-1
64,104,-1
106,105,-1
106,93,-1
106,69,-1
64,106,-1
62,64,-1
40,62,-1
107,63,-1
107,69,-1
40,107,-1
108,109,-1
108,14,-1
40,108,-1
39,40,-1
39,110,-1
39,111,-1
39,112,-1
38,39,-1
113,40,-1
113,110,-1
113,114,-1
113,115,-1
38,113,-1
116,40,-1
116,110,-1
116,117,-1
116,118,-1
38,116,-1
119,40,-1
119,110,-1
119,120,-1
119,118,-1
38,119,-1
121,40,-1
121,110,-1
121,122,-1
121,112,-1
38,121,-1
123,40,-1
123,110,-1
123,124,-1
123,115,-1
38,123,-1
