4,5,-1
9,10,-1
12,13,-1
12,14,-1
11,12,-1
9,11,-1
16,17,-1
16,18,-1
15,16,-1
9,15,-1
9,19,-1
8,9,-1
22,23,-1
22,18,-1
21,22,-1
20,21,-1
20,19,-1
8,20,-1
24,21,-1
24,3,-1
24,19,-1
8,24,-1
25,21,-1
27,28,-1
30,10,-1
30,11,-1
30,15,-1
30,31,-1
29,30,-1
32,21,-1
32,31,-1
29,32,-1
33,21,-1
33,3,-1
33,31,-1
29,33,-1
34,21,-1
34,26,-1
34,31,-1
29,34,-1
35,21,-1
37,38,-1
40,3,-1
40,21,-1
40,41,-1
39,40,-1
42,26,-1
42,21,-1
42,41,-1
39,42,-1
43,36,-1
43,21,-1
43,41,-1
39,43,-1
46,47,-1
49,3,-1
49,50,-1
49,51,-1
53,54,-1
53,55,-1
52,53,-1
49,52,-1
48,49,-1
56,26,-1
56,50,-1
56,51,-1
56,52,-1
48,56,-1
57,36,-1
57,50,-1
57,51,-1
57,52,-1
48,57,-1
58,45,-1
58,50,-1
58,51,-1
58,52,-1
48,58,-1
61,62,-1
64,10,-1
64,11,-1
64,15,-1
64,65,-1
63,64,-1
66,21,-1
66,65,-1
63,66,-1
67,21,-1
67,3,-1
67,65,-1
63,67,-1
68,21,-1
68,26,-1
68,65,-1
63,68,-1
69,21,-1
69,36,-1
69,65,-1
63,69,-1
70,21,-1
70,45,-1
70,65,-1
63,70,-1
71,21,-1
71,60,-1
71,65,-1
63,71,-1
61,63,-1
60,61,-1
59,60,-1
59,50,-1
59,51,-1
59,52,-1
48,59,-1
46,48,-1
45,46,-1
74,15,-1
74,75,-1
74,76,-1
73,74,-1
72,73,-1
72,47,-1
72,77,-1
45,72,-1
80,81,-1
80,18,-1
79,80,-1
78,79,-1
78,82,-1
45,78,-1
44,45,-1
44,21,-1
44,41,-1
39,44,-1
83,60,-1
83,21,-1
83,41,-1
39,83,-1
84,3,-1
84,50,-1
84,85,-1
84,52,-1
39,84,-1
86,26,-1
86,50,-1
86,85,-1
86,52,-1
39,86,-1
87,36,-1
87,50,-1
87,85,-1
87,52,-1
39,87,-1
88,45,-1
88,50,-1
88,85,-1
88,52,-1
39,88,-1
89,60,-1
89,50,-1
89,85,-1
89,52,-1
39,89,-1
37,39,-1
36,37,-1
35,36,-1
35,31,-1
29,35,-1
90,21,-1
90,45,-1
90,31,-1
29,90,-1
91,21,-1
91,60,-1
91,31,-1
29,91,-1
27,29,-1
26,27,-1
25,26,-1
25,19,-1
8,25,-1
92,21,-1
92,36,-1
92,19,-1
8,92,-1
93,21,-1
93,45,-1
93,19,-1
8,93,-1
94,21,-1
94,60,-1
94,19,-1
8,94,-1
7,8,-1
7,21,-1
7,95,-1
6,7,-1
96,3,-1
96,50,-1
96,97,-1
96,52,-1
6,96,-1
98,26,-1
98,50,-1
98,97,-1
98,52,-1
6,98,-1
99,36,-1
99,50,-1
99,97,-1
99,52,-1
6,99,-1
100,45,-1
100,50,-1
100,97,-1
100,52,-1
6,100,-1
101,60,-1
101,50,-1
101,97,-1
101,52,-1
6,101,-1
4,6,-1
3,4,-1
2,3,-1
2,50,-1
2,102,-1
2,52,-1
1,2,-1
103,26,-1
103,50,-1
103,102,-1
103,52,-1
1,103,-1
104,36,-1
104,50,-1
104,102,-1
104,52,-1
1,104,-1
105,45,-1
105,50,-1
105,102,-1
105,52,-1
1,105,-1
106,60,-1
106,50,-1
106,102,-1
106,52,-1
1,106,-1
