4,5,-1
4,6,-1
8,9,-1
11,12,-1
16,17,-1
16,1,-1
15,16,-1
14,15,-1
13,14,-1
20,21,-1
20,22,-1
19,20,-1
18,19,-1
13,18,-1
25,26,-1
28,29,-1
28,13,-1
27,28,-1
25,27,-1
24,25,-1
23,24,-1
13,23,-1
32,33,-1
35,36,-1
35,13,-1
34,35,-1
32,34,-1
31,32,-1
30,31,-1
13,30,-1
11,13,-1
10,11,-1
8,10,-1
7,8,-1
37,38,-1
40,41,-1
43,44,-1
43,45,-1
43,22,-1
42,43,-1
46,47,-1
46,45,-1
46,22,-1
42,46,-1
40,42,-1
39,40,-1
37,39,-1
7,37,-1
4,7,-1
3,4,-1
48,49,-1
48,13,-1
3,48,-1
2,3,-1
1,2,-1
53,54,-1
53,55,-1
57,58,-1
57,59,-1
57,39,-1
56,57,-1
60,61,-1
60,10,-1
56,60,-1
62,63,-1
65,66,-1
65,42,-1
64,65,-1
62,64,-1
56,62,-1
53,56,-1
52,53,-1
67,68,-1
67,6,-1
67,7,-1
52,67,-1
51,52,-1
50,51,-1
69,3,-1
50,69,-1
70,52,-1
50,70,-1
72,73,-1
72,1,-1
71,72,-1
