2,3,-1
5,6,-1
8,9,-1
8,10,-1
7,8,-1
5,7,-1
5,11,-1
5,12,-1
16,17,-1
16,10,-1
15,16,-1
14,15,-1
14,18,-1
14,19,-1
13,14,-1
5,13,-1
21,22,-1
21,23,-1
20,21,-1
5,20,-1
4,5,-1
2,4,-1
1,2,-1
25,3,-1
29,30,-1
32,33,-1
32,34,-1
31,32,-1
29,31,-1
29,15,-1
29,35,-1
28,29,-1
38,39,-1
38,10,-1
37,38,-1
36,37,-1
36,35,-1
28,36,-1
40,37,-1
40,24,-1
40,35,-1
28,40,-1
41,37,-1
43,44,-1
46,30,-1
46,31,-1
46,15,-1
46,47,-1
45,46,-1
48,37,-1
48,47,-1
45,48,-1
49,37,-1
49,24,-1
49,47,-1
45,49,-1
50,37,-1
50,42,-1
50,47,-1
45,50,-1
51,37,-1
53,54,-1
56,24,-1
56,37,-1
56,57,-1
55,56,-1
58,42,-1
58,37,-1
58,57,-1
55,58,-1
59,52,-1
59,37,-1
59,57,-1
55,59,-1
64,15,-1
64,18,-1
64,65,-1
63,64,-1
62,63,-1
62,66,-1
62,67,-1
61,62,-1
68,7,-1
68,69,-1
61,68,-1
60,61,-1
60,37,-1
60,57,-1
55,60,-1
72,73,-1
75,30,-1
75,31,-1
75,15,-1
75,76,-1
74,75,-1
77,37,-1
77,76,-1
74,77,-1
78,37,-1
78,24,-1
78,76,-1
74,78,-1
79,37,-1
79,42,-1
79,76,-1
74,79,-1
80,37,-1
80,52,-1
80,76,-1
74,80,-1
81,37,-1
81,61,-1
81,76,-1
74,81,-1
82,37,-1
82,71,-1
82,76,-1
74,82,-1
72,74,-1
71,72,-1
70,71,-1
70,37,-1
70,57,-1
55,70,-1
53,55,-1
52,53,-1
51,52,-1
51,47,-1
45,51,-1
83,37,-1
83,61,-1
83,47,-1
45,83,-1
84,37,-1
84,71,-1
84,47,-1
45,84,-1
43,45,-1
42,43,-1
41,42,-1
41,35,-1
28,41,-1
85,37,-1
85,52,-1
85,35,-1
28,85,-1
86,37,-1
86,61,-1
86,35,-1
28,86,-1
87,37,-1
87,71,-1
87,35,-1
28,87,-1
27,28,-1
27,37,-1
27,88,-1
26,27,-1
25,26,-1
24,25,-1
90,54,-1
92,6,-1
92,7,-1
92,93,-1
92,12,-1
92,13,-1
92,20,-1
91,92,-1
90,91,-1
89,90,-1
