4,5,-1
4,6,-1
3,4,-1
2,3,-1
8,9,-1
11,7,-1
11,12,-1
11,13,-1
15,16,-1
15,17,-1
14,15,-1
11,14,-1
10,11,-1
18,3,-1
18,19,-1
18,13,-1
21,22,-1
21,23,-1
20,21,-1
18,20,-1
10,18,-1
24,3,-1
24,25,-1
24,13,-1
27,28,-1
27,29,-1
26,27,-1
24,26,-1
10,24,-1
30,3,-1
30,31,-1
30,13,-1
33,34,-1
33,35,-1
32,33,-1
30,32,-1
10,30,-1
36,3,-1
36,37,-1
36,13,-1
39,40,-1
39,41,-1
38,39,-1
36,38,-1
10,36,-1
42,3,-1
42,43,-1
42,13,-1
45,46,-1
45,47,-1
44,45,-1
42,44,-1
10,42,-1
48,3,-1
48,49,-1
48,13,-1
51,52,-1
51,53,-1
50,51,-1
48,50,-1
10,48,-1
8,10,-1
7,8,-1
2,7,-1
2,54,-1
2,55,-1
57,58,-1
57,59,-1
56,57,-1
2,56,-1
1,2,-1
