2,3,-1
5,6,-1
8,9,-1
11,12,-1
14,15,-1
14,16,-1
14,17,-1
13,14,-1
18,19,-1
18,16,-1
18,17,-1
13,18,-1
11,13,-1
10,11,-1
8,10,-1
7,8,-1
5,7,-1
4,5,-1
20,21,-1
23,24,-1
26,27,-1
26,13,-1
25,26,-1
23,25,-1
22,23,-1
28,29,-1
31,32,-1
31,13,-1
30,31,-1
28,30,-1
22,28,-1
20,22,-1
4,20,-1
2,4,-1
1,2,-1
34,35,-1
39,40,-1
39,17,-1
38,39,-1
37,38,-1
36,37,-1
43,44,-1
46,47,-1
46,36,-1
45,46,-1
43,45,-1
42,43,-1
41,42,-1
36,41,-1
50,51,-1
53,54,-1
53,36,-1
52,53,-1
50,52,-1
49,50,-1
48,49,-1
36,48,-1
34,36,-1
33,34,-1
